<--------------------,Recruitment info in previous tab,,,,,,,,,"If not listed, character gains",,,,,"Base stats were all calculated. If anything looks odd, please contact me!",,,,,,,,,,,,Remember that you need to add class growths!,,,,I tested Alear and Dragon Child growths:,,,https://twitter.com/Aveyn_Knight/status/1616091790746222592,,,,,,,,,,,,,,,,Seems odd?,,,,,,,,,,,
,Sorry about any messed up symbolsÃ©,,,,,,,,,Proficiency from their initial class,,,,Internal,Enemy stats are for Normal mode (keep scrolling ------------------------------------> for Hard mode stats),,,,,,,,,,,,,,,,,,"Also Sight and Movement growth, but all 0",,,,,,,,,,,,,,,,,,,Hard mode stats,,,,,,,,,
Solmic Villager,,PID_ソルム村人_青年男6,Villager,---,Male,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_青年男7,Villager,---,Male,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_青年男8,Villager,---,Male,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_青年男9,Villager,---,Male,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_青年女1,Villager,---,Female,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_青年女2,Villager,---,Female,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_青年女3,Villager,---,Female,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_青年女4,Villager,---,Female,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_青年女5,Villager,---,Female,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_青年女6,Villager,---,Female,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_青年女7,Villager,---,Female,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_青年女8,Villager,---,Female,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_青年女9,Villager,---,Female,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_壮年男1,Villager,---,Male,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_壮年男2,Villager,---,Male,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_壮年男3,Villager,---,Male,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_壮年男4,Villager,---,Male,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_壮年男5,Villager,---,Male,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_壮年男6,Villager,---,Male,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_壮年女1,Villager,---,Female,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_壮年女2,Villager,---,Female,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_壮年女3,Villager,---,Female,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_壮年女4,Villager,---,Female,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_壮年女5,Villager,---,Female,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_壮年女6,Villager,---,Female,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_老人男1,Villager,---,Male,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_老人男2,Villager,---,Male,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_老人男3,Villager,---,Male,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_老人男4,Villager,---,Male,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_老人男5,Villager,---,Male,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Solmic Villager,,PID_ソルム村人_老人男6,Villager,---,Male,---,---,,Default,---,---,,1,0,18,1,0,6,5,2,2,3,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,A citizen of the Queendom of Solm.,18,1,0,6,5,2,2,3,4,4
Firenese Soldier,,PID_フィレネ兵士_ランスアーマー1,Lance Armor,---,Male,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,25,8,0,6,1,12,0,2,7,4
Firenese Soldier,,PID_フィレネ兵士_ランスアーマー2,Lance Armor,---,Female,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,25,8,0,6,1,12,0,2,7,4
Firenese Soldier,,PID_フィレネ兵士_ランスアーマー3,Lance Armor,---,Male,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,25,8,0,6,1,12,0,2,7,4
Firenese Soldier,,PID_フィレネ兵士_ランスアーマー4,Lance Armor,---,Female,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,25,8,0,6,1,12,0,2,7,4
Firenese Soldier,,PID_フィレネ兵士_ランスアーマー5,Lance Armor,---,Male,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,25,8,0,6,1,12,0,2,7,4
Firenese Soldier,,PID_フィレネ兵士_ランスアーマー6,Lance Armor,---,Male,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,25,8,0,6,1,12,0,2,7,4
Firenese Soldier,,PID_フィレネ兵士_ランスアーマー7,Lance Armor,---,Female,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,25,8,0,6,1,12,0,2,7,4
Firenese Soldier,,PID_フィレネ兵士_ランスアーマー8,Lance Armor,---,Female,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,25,8,0,6,1,12,0,2,7,4
Firenese Soldier,,PID_フィレネ兵士_ランスアーマー9,Lance Armor,---,Female,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,25,8,0,6,1,12,0,2,7,4
Firenese Soldier,,PID_フィレネ兵士_ランスアーマー10,Lance Armor,---,Female,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,25,8,0,6,1,12,0,2,7,4
Firenese Soldier,,PID_フィレネ兵士_ソードナイト1,Sword Cavalier,---,Male,---,---,,Default,---,---,,1,0,23,6,1,8,7,4,2,2,6,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,23,6,1,8,7,4,2,2,6,5
Firenese Soldier,,PID_フィレネ兵士_ソードナイト2,Sword Cavalier,---,Male,---,---,,Default,---,---,,1,0,23,6,1,8,7,4,2,2,6,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,23,6,1,8,7,4,2,2,6,5
Firenese Soldier,,PID_フィレネ兵士_ソードナイト3,Sword Cavalier,---,Female,---,---,,Default,---,---,,1,0,23,6,1,8,7,4,2,2,6,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,23,6,1,8,7,4,2,2,6,5
Firenese Soldier,,PID_フィレネ兵士_ソードナイト4,Sword Cavalier,---,Female,---,---,,Default,---,---,,1,0,23,6,1,8,7,4,2,2,6,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,23,6,1,8,7,4,2,2,6,5
Firenese Soldier,,PID_フィレネ兵士_モンク1,Martial Monk,---,Male,---,---,,Default,---,---,,1,0,18,3,5,6,5,3,8,3,3,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,18,3,5,6,5,3,8,3,3,4
Firenese Soldier,,PID_フィレネ兵士_モンク2,Martial Monk,---,Male,---,---,,Default,---,---,,1,0,18,3,5,6,5,3,8,3,3,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,18,3,5,6,5,3,8,3,3,4
Firenese Soldier,,PID_フィレネ兵士_モンク3,Martial Monk,---,Female,---,---,,Default,---,---,,1,0,18,3,5,6,5,3,8,3,3,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,18,3,5,6,5,3,8,3,3,4
Firenese Soldier,,PID_フィレネ兵士_モンク4,Martial Monk,---,Female,---,---,,Default,---,---,,1,0,18,3,5,6,5,3,8,3,3,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,18,3,5,6,5,3,8,3,3,4
Firenese Soldier,,PID_フィレネ兵士_マージ1,Mage,---,Male,---,---,,Default,---,---,,1,0,18,1,7,6,6,1,7,2,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,18,1,7,6,6,1,7,2,4,4
Firenese Soldier,,PID_フィレネ兵士_マージ2,Mage,---,Male,---,---,,Default,---,---,,1,0,18,1,7,6,6,1,7,2,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,18,1,7,6,6,1,7,2,4,4
Firenese Soldier,,PID_フィレネ兵士_マージ3,Mage,---,Female,---,---,,Default,---,---,,1,0,18,1,7,6,6,1,7,2,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,18,1,7,6,6,1,7,2,4,4
Firenese Soldier,,PID_フィレネ兵士_マージ4,Mage,---,Female,---,---,,Default,---,---,,1,0,18,1,7,6,6,1,7,2,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,18,1,7,6,6,1,7,2,4,4
Firenese Soldier,,PID_フィレネ兵士_アーチャー1,Archer,---,Male,---,---,,Default,---,---,,1,0,19,6,0,9,5,2,1,2,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,19,6,0,9,5,2,1,2,4,4
Firenese Soldier,,PID_フィレネ兵士_アーチャー2,Archer,---,Male,---,---,,Default,---,---,,1,0,19,6,0,9,5,2,1,2,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,19,6,0,9,5,2,1,2,4,4
Firenese Soldier,,PID_フィレネ兵士_アーチャー3,Archer,---,Female,---,---,,Default,---,---,,1,0,19,6,0,9,5,2,1,2,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,19,6,0,9,5,2,1,2,4,4
Firenese Soldier,,PID_フィレネ兵士_アーチャー4,Archer,---,Female,---,---,,Default,---,---,,1,0,19,6,0,9,5,2,1,2,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Firenese army.,19,6,0,9,5,2,1,2,4,4
Brodian Soldier,,PID_ブロディア兵士_ランスアーマー1,Lance Armor,---,Male,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,25,8,0,6,1,12,0,2,7,4
Brodian Soldier,,PID_ブロディア兵士_ランスアーマー2,Lance Armor,---,Female,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,25,8,0,6,1,12,0,2,7,4
Brodian Soldier,,PID_ブロディア兵士_ランスアーマー3,Lance Armor,---,Male,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,25,8,0,6,1,12,0,2,7,4
Brodian Soldier,,PID_ブロディア兵士_ランスアーマー4,Lance Armor,---,Male,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,25,8,0,6,1,12,0,2,7,4
Brodian Soldier,,PID_ブロディア兵士_ランスアーマー5,Lance Armor,---,Female,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,25,8,0,6,1,12,0,2,7,4
Brodian Soldier,,PID_ブロディア兵士_ランスアーマー6,Lance Armor,---,Male,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,25,8,0,6,1,12,0,2,7,4
Brodian Soldier,,PID_ブロディア兵士_ランスアーマー7,Lance Armor,---,Female,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,25,8,0,6,1,12,0,2,7,4
Brodian Soldier,,PID_ブロディア兵士_ランスアーマー8,Lance Armor,---,Female,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,25,8,0,6,1,12,0,2,7,4
Brodian Soldier,,PID_ブロディア兵士_ランスアーマー9,Lance Armor,---,Female,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,25,8,0,6,1,12,0,2,7,4
Brodian Soldier,,PID_ブロディア兵士_ランスアーマー10,Lance Armor,---,Female,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,25,8,0,6,1,12,0,2,7,4
Brodian Soldier,,PID_ブロディア兵士_ソードナイト1,Sword Cavalier,---,Male,---,---,,Default,---,---,,1,0,23,6,1,8,7,4,2,2,6,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,23,6,1,8,7,4,2,2,6,5
Brodian Soldier,,PID_ブロディア兵士_ソードナイト2,Sword Cavalier,---,Male,---,---,,Default,---,---,,1,0,23,6,1,8,7,4,2,2,6,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,23,6,1,8,7,4,2,2,6,5
Brodian Soldier,,PID_ブロディア兵士_ソードナイト3,Sword Cavalier,---,Female,---,---,,Default,---,---,,1,0,23,6,1,8,7,4,2,2,6,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,23,6,1,8,7,4,2,2,6,5
Brodian Soldier,,PID_ブロディア兵士_ソードナイト4,Sword Cavalier,---,Female,---,---,,Default,---,---,,1,0,23,6,1,8,7,4,2,2,6,5,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,23,6,1,8,7,4,2,2,6,5
Brodian Soldier,,PID_ブロディア兵士_モンク1,Martial Monk,---,Male,---,---,,Default,---,---,,1,0,18,3,5,6,5,3,8,3,3,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,18,3,5,6,5,3,8,3,3,4
Brodian Soldier,,PID_ブロディア兵士_モンク2,Martial Monk,---,Male,---,---,,Default,---,---,,1,0,18,3,5,6,5,3,8,3,3,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,18,3,5,6,5,3,8,3,3,4
Brodian Soldier,,PID_ブロディア兵士_モンク3,Martial Monk,---,Female,---,---,,Default,---,---,,1,0,18,3,5,6,5,3,8,3,3,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,18,3,5,6,5,3,8,3,3,4
Brodian Soldier,,PID_ブロディア兵士_モンク4,Martial Monk,---,Female,---,---,,Default,---,---,,1,0,18,3,5,6,5,3,8,3,3,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,18,3,5,6,5,3,8,3,3,4
Brodian Soldier,,PID_ブロディア兵士_マージ1,Mage,---,Male,---,---,,Default,---,---,,1,0,18,1,7,6,6,1,7,2,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,18,1,7,6,6,1,7,2,4,4
Brodian Soldier,,PID_ブロディア兵士_マージ2,Mage,---,Male,---,---,,Default,---,---,,1,0,18,1,7,6,6,1,7,2,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,18,1,7,6,6,1,7,2,4,4
Brodian Soldier,,PID_ブロディア兵士_マージ3,Mage,---,Female,---,---,,Default,---,---,,1,0,18,1,7,6,6,1,7,2,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,18,1,7,6,6,1,7,2,4,4
Brodian Soldier,,PID_ブロディア兵士_マージ4,Mage,---,Female,---,---,,Default,---,---,,1,0,18,1,7,6,6,1,7,2,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,18,1,7,6,6,1,7,2,4,4
Brodian Soldier,,PID_ブロディア兵士_アーチャー1,Archer,---,Male,---,---,,Default,---,---,,1,0,19,6,0,9,5,2,1,2,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,19,6,0,9,5,2,1,2,4,4
Brodian Soldier,,PID_ブロディア兵士_アーチャー2,Archer,---,Male,---,---,,Default,---,---,,1,0,19,6,0,9,5,2,1,2,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,19,6,0,9,5,2,1,2,4,4
Brodian Soldier,,PID_ブロディア兵士_アーチャー3,Archer,---,Female,---,---,,Default,---,---,,1,0,19,6,0,9,5,2,1,2,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,19,6,0,9,5,2,1,2,4,4
Brodian Soldier,,PID_ブロディア兵士_アーチャー4,Archer,---,Female,---,---,,Default,---,---,,1,0,19,6,0,9,5,2,1,2,4,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Brodian army.,19,6,0,9,5,2,1,2,4,4
Solmic Soldier,,PID_ソルム兵士_ランスアーマー1,Lance Armor,---,Male,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Solm army.,25,8,0,6,1,12,0,2,7,4
Solmic Soldier,,PID_ソルム兵士_ランスアーマー2,Lance Armor,---,Female,---,---,,Default,---,---,,1,0,25,8,0,6,1,12,0,2,7,4,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,---,---,---,---,---,---,An ordinary soldier in the Solm army.,25,8,0,6,1,12,0,2,7,4
